image_id,predicted,actual
502115726_927dd684d3,startseq woman in red shirt and glasses is sitting on spinning metal platform endseq,startseq boy in striped shirt straddles two railings endseq
502671104_b2114246c7,startseq girl in swimming pool is being splashed by the water endseq,startseq girl wearing red submerges from the water endseq
502783522_3656f27014,startseq dog is running through the woods endseq,startseq black dog running endseq
502884177_25939ac000,startseq woman in red shirt and pink hat is carrying her arm in the street endseq,startseq an older woman in red vest with group of other people at the street endseq
503090187_8758ab5680,startseq woman in red shirt and blue shirt is standing on the top of large rock endseq,startseq man gets ready to take picture endseq
503717911_fc43cb3cf9,startseq white dog is running in the air endseq,startseq dog is catching frisbee its mouth endseq
503794526_603a7954d3,startseq man in red shirt is walking on the edge of tree endseq,startseq boy in white t-shirt is playing on swing that is attached to tree endseq
504385521_6e668691a3,startseq dog is running through the water endseq,startseq big dog shakes itself dry while standing in creek endseq
504765160_b4b083b293,startseq woman with long hair and black shirt is holding her face endseq,startseq blonde woman in blue shirt looks on at an event endseq
504904434_889f426c6e,startseq boy in red shirt and white pants is jumping off the side of the playground endseq,"startseq ""a boy holding toy football runs along paved path ."" endseq"
505062117_a70b4e10ab,startseq black dog is running through water endseq,startseq black dog in the water with tennis ball in his mouth endseq
505929313_7668f021ab,startseq black dog is running through water endseq,startseq black dog plays with ball in the water endseq
505944126_f9a6ab8944,startseq white dog is jumping off the ice cream endseq,startseq brown dog and black dog are foraging in some brush-land endseq
505955292_026f1489f2,startseq girl in pink shirt is standing on the grass endseq,startseq boy rides horse endseq
506343925_b30a235de6,startseq dog running along the beach endseq,"startseq ""a brown white and black dog runs in the sand ."" endseq"
506367606_7cca2bba9b,startseq man in cowboy apron is looking at food in front of store endseq,startseq an oriental florist arranging flowers endseq
506412121_67ecc7ec05,startseq person in white hoodie is skiing out of the water endseq,startseq man fishes near some white waves endseq
506478284_7cf8bdbe36,startseq two women posing for picture endseq,startseq couple dressed for formal event posing together endseq
506738508_327efdf9c3,startseq man in white jacket and cowboy hat and both has drink in the background endseq,"startseq ""two men dressed in white formal clothes and sunglasses pose while one holds drink ."" endseq"
506808265_fe84ada926,startseq woman in suit is looking at the camera endseq,startseq lady with red hair is standing in front of mixing table with another person behind her holding up their hands endseq
506882688_b37d549593,startseq person is standing on the edge of large yellow building endseq,"startseq ""a boy standing next to large fountain with an office building in the background ."" endseq"
507758961_e63ca126cc,startseq girl in pink shirt is sitting in the grass with blue flowers endseq,startseq child in white and orange outfit doing push ups endseq
508261758_78fb8ae067,startseq woman in red shirt and glasses is sitting on spinning platform endseq,startseq three girls fell on top of one another and are laughing histerically endseq
508432819_3d055f395d,startseq person in blue steers is driving through the mud endseq,startseq jeep tries driving over rocky hill endseq
508929192_670910fdd2,startseq two children are playing on lawn endseq,startseq children are playing badminton in the garden endseq
508958120_afe274f726,startseq man is hiking on top of large stone wall endseq,startseq bald man is sitting on rock next to woman in black jacket endseq
509123893_07b8ea82a9,startseq young girl in blue dress is playing with blue toy endseq,startseq two cute little girls enjoying corn on the cob endseq
509200598_171a1ab6c8,startseq two dogs are playing in the grass endseq,startseq black dog is looking down at another black dog lying on the grass endseq
509241560_00e5b20562,startseq three children are standing on park endseq,startseq group of children are playing near statue endseq
509778093_21236bb64d,startseq dog is jumping over red ball endseq,startseq brown and white dog chasing ball on some grass endseq
510197538_0a11b94460,startseq little girl in blue dress and blue shirt is standing in the grass endseq,startseq little blonde girl running outside endseq
510510783_b2cf5d57bb,startseq young girl in red dress and blue shirt is sitting on tree outside endseq,startseq girl is by tree hanging upside-down from swing endseq
510531976_90bbee22a2,startseq skateboarder is jumping off of stairs endseq,startseq boy in white tracksuit is break dancing on the ground in front of colorful wall endseq
510791586_3913ade6a7,startseq man is kayaking in the water endseq,startseq girl wading through water in lake endseq
511282305_dbab4bf4be,startseq two children are sitting on ride ride ride ride ride endseq,startseq two girls are on fair ride that is forcing them to be smashed together endseq
511749704_3037806cb1,startseq skateboarder is riding skateboard on skateboard endseq,startseq boy rides his skateboard at the park endseq
511844627_0ec78e01e9,startseq person in red is skiing down snowy slope endseq,startseq man skis on snowy mountain endseq
512026551_ba63ddbd31,startseq dog is splashing in the water with his mouth out of the water endseq,startseq brown dog fetching ball out of the water endseq
512031915_0dd03dcdf9,startseq dog with red collar is running through the water endseq,startseq black dog on white carpet next to an orange endseq
512045825_1be2083922,startseq two dogs are playing in fenced in field endseq,startseq dog jumping over fence endseq
512101751_05a6d93e19,startseq white dog is running in the grass endseq,startseq muzzled white dog is running on the grass endseq
512163695_51a108761d,startseq two people are sitting on the porch of coffee called building endseq,startseq male in grey pants with blue shirt and backpack walking down sidewalk in neighborhood endseq
512306469_1392697d32,startseq person in blue jacket winks his eye endseq,startseq boy with blue face paint sucks his thumb endseq
512550372_438849ce19,startseq man wearing white shirt and jeans is climbing rock face endseq,startseq man in an orange cap standing on top of pointy rock endseq
512634877_d7ad8c8329,startseq brown dog is running through the grass endseq,startseq brown dog in red harness chasing red ball endseq
512991147_dc48e6839c,startseq two people are sitting on the edge of water endseq,"startseq ""boy walks across shallow reflective water in park area ocean in background ."" endseq"
513116697_ad0f4dc800,startseq person skiing down snowy mountain endseq,startseq lone skier jumping on the side of snowy mountain endseq
513269597_c38308feaf,startseq black dog is running through the water endseq,startseq black dog carries bucket in its mouth endseq
514036362_5f2b9b7314,startseq woman in red shirt is walking on the street endseq,startseq girl wearing black top is smiling with silver truck in the background endseq
514073775_56796be990,startseq group of people are standing on the street with two women in the background endseq,startseq group of children are playing with bubbles outdoors endseq
514222285_aa0c8d05b7,startseq person in red and red coat is skiing down snowy hill endseq,startseq little child is in full ski gear while standing on the snow endseq
514222303_cb98584536,startseq boy in white shirt and white shorts is standing on the grass endseq,startseq girl in hat hangs from ropes in the woods endseq
514431934_9cf78f05a9,startseq two men in red jackets are standing in front of red building endseq,startseq an ambulance is passing man wearing bandanna and girl endseq
514905846_b54d13946a,startseq skateboarder in the air on skateboard endseq,startseq boy in shirt and tie jumps off staircase endseq
514990193_2d2422af2c,startseq girl in white dress is sitting on bench in front of farm leaves endseq,startseq woman is laying on striped couch on grassy yard in residential neighborhood endseq
515335111_c4afd5b903,startseq man in red kayak paddles blue kayak endseq,startseq man and dog are in canoe on the water endseq
515702827_be3c6ce857,startseq man in red kayak waves endseq,startseq child in pink hat on pink surfboard endseq
515755283_8f890b3207,startseq two bicyclists are racing on scooter endseq,startseq police officer posing with two army officers beside his motorcycle endseq
515797344_4ae75cb9b1,startseq people are sitting on porch mural of building endseq,startseq men walking on city street with yellow bus and two fedex vehicles in the background endseq
516214924_c2a4364cb3,startseq dog is playing with toy endseq,startseq brown dog chews on an orange ball endseq
516394876_8b9b8021bc,startseq man in yellow shirt is standing in front of store endseq,startseq man in red shirt shopping for candy endseq
516648762_0cff84ea97,startseq young girl in blue shirt and blue hat is eating snack endseq,startseq bug sits on girls finger while she looks shocked endseq
516725192_c9cdd63878,startseq surfer is surfing on the beach endseq,startseq fisherman stands on the beach on gray day endseq
516761840_842dabc908,startseq two children are standing in field endseq,startseq two girls in skirts smiling in park endseq
516998046_1175674fcd,startseq dog running out of the water endseq,startseq black dog splashes through the water endseq
517094985_4b9e926936,startseq man in red shirt and white pants is riding skateboard endseq,startseq child is riding unicycle along riverside path next to woman who is walking dog endseq
517102724_a0f3069156,startseq black dog with red collar is running through the snow endseq,startseq black dog in front of waterfall endseq
518144037_9a1754b2a6,startseq woman in red shirt and hat is holding her face endseq,startseq blonde boy with long purple mohawk is playing the violin endseq
518251319_40e031e818,startseq man wearing blue shirt and blue shirt is standing next to various people endseq,startseq bearded man is standing by shopping cart holding up cardboard sign endseq
518610439_b64ab21c02,startseq young boy is jumping off the beach endseq,startseq blond girl doing handstand on beach endseq
518789868_8895ef8792,startseq the man is using picture of an adult endseq,startseq boy in black shirt is inside structure with wooden ceiling beams endseq
519059913_4906fe4050,startseq boy in red swim trunks is jumping into pool endseq,startseq boy doing back flip into swimming pool endseq
519061891_320061864e,startseq young boy is playing with water slide endseq,startseq little boy is splashing around in the water in kiddie pool endseq
519167484_ee03e2a91e,startseq young girl with pink hair and black top is standing in front of spinning leaves endseq,startseq girl in pink dress plays with hula hoop endseq
519228867_2fd25e38d4,startseq girl is sliding down the end of water slide endseq,startseq girl sits and laughs while in kiddie pool endseq
519754987_51861fea85,startseq woman in black skirt is dancing in crowd of crowd endseq,startseq skinny girl rides by on bike with lot of people in the background endseq
520491467_54cbc0a866,startseq the girl is laying on the ground endseq,startseq little boy and girl are jumping on trampoline in front of yellow building endseq
521186251_e97d1f50f8,startseq man kayaking on rough rapids endseq,startseq four children lay on tube endseq
521658170_a837af87e9,startseq dog is playing with dog in field endseq,startseq man holds stick while three dogs watch and jump endseq
522063319_33827f1627,startseq woman in purple hat and helmet is smiling endseq,startseq two children are dressed as pirates endseq
522486784_978021d537,startseq two dogs are running on the beach endseq,startseq black dog and brown dog close together endseq
522652105_a89f1cf260,startseq small boy is playing with ball in the air endseq,startseq girl playing is pile of colorful balls endseq
522700240_d9af45e60d,startseq person in blue shirt is lying on his arm endseq,startseq dog is covered from nose to knees in blue sheet endseq
523249012_a0a25f487e,startseq man in yellow shirt is standing on the top of yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow yellow,startseq man sits on rock next to folding deck chair and fishing pole endseq
523327429_af093fc7cf,startseq woman in red shirt is walking on stool endseq,startseq man holding up red sign that offers the honest trade of good poem for giant 's ticket endseq
523692399_d2e261a302,startseq skateboarder in wetsuit on the edge of concrete wall endseq,"startseq ""a girl performs skateboarding tricks in an arena for skateboarders while wearing helmet ."" endseq"
523985664_c866af4850,startseq two young women in black outfits are smiling endseq,"startseq ""a girl in bikini wears sign saying """" free hugs """" ."" endseq"
523991446_65dbc5a4a5,startseq young girl is holding large baby in the sand endseq,startseq large woman dances endseq
524031846_28b11bc0e5,startseq boy flips underwater flips underwater endseq,startseq boy in swimming trunks is splashing in swimming pool endseq
524036004_6747cf909b,startseq young boy in swimming pool endseq,"startseq ""a boy in blue and red trunks with green ball in his hand is jumping into pool ."" endseq"
524105255_b346f288be,startseq two men are standing on the street with big arms in the background endseq,startseq blonde girl poses for picture at kerry park in seattle endseq
524282699_71e678a6bd,startseq dog running on the beach endseq,startseq black dog and golden dog approaching one another endseq
524310507_51220580de,startseq three people sitting in front of red truck endseq,startseq man in large red truck endseq
524360969_472a7152f0,startseq police officer is drilling at the street endseq,startseq woman in hi-viz jacket is smiling at person carrying stop sign in front of crane endseq
524698457_77ba13840a,startseq the small dog is running through the hay endseq,startseq brown dog races on an obstacle course endseq
525538142_7348f0bce7,startseq woman in red pants is holding stick in the sand endseq,"startseq ""the two boys one in orange the other in teal wrestle in the sand ."" endseq"
525863257_053333e612,startseq man is walking through the water endseq,startseq man fly fishes in large river endseq
525887861_4cc7a1beca,startseq the boy is wearing red shirt and holding red toy endseq,startseq little blonde girl stands on pink skateboard endseq
525968880_82623392d1,startseq the brown dog is jumping on the ground endseq,startseq big tan dog drinks water from an outdoor water spout endseq
526661994_21838fc72c,startseq dog is running in the grass endseq,startseq dog is running away in the grass endseq
526955751_f519d62b58,startseq two people are wakeboarding in the water endseq,startseq boy is riding on an orange body-board in the ocean endseq
527272653_8a5bd818e5,startseq man in blue life vest is riding blue life vest endseq,startseq the three boys are all holding onto flotation device in the water endseq
527288854_f26127b770,startseq girl in yellow helmet is climbing rock endseq,startseq climber in yellow hard-hat is seen mid-climb from above endseq
527946505_a51ade1578,startseq man is climbing huge water endseq,startseq black dog about to jump into lack to get small ball endseq
527968666_1fcddf81ab,startseq black dog is jumping out of the water endseq,"startseq ""a big furry black dog is on blue leash and is coming out of the water ."" endseq"
528498076_43f0ef36b5,startseq young boy in blue shirt is standing on the ice endseq,startseq boy jumps on bed endseq
528500099_7be78a0ca5,startseq man in blue shirt and sunglasses is standing on top of stairs endseq,startseq smiling woman is wearing sunglasses on day with sparse clouds endseq
529101401_ab1f6b1206,startseq man in yellow swim trunks jumping into the water endseq,startseq boy jump kicks off dock into lake endseq
529198549_5cd9fedf3f,startseq two people are rafting in raft endseq,startseq group of four women raft along river endseq
53043785_c468d6f931,startseq man in wetsuit is surfing endseq,startseq man is standing on an animal in the water endseq
530454257_66d58b49ee,startseq three children walk through parade endseq,startseq boy in camouflage jacket notices several yellow ducks on display endseq
530661899_94655d7d0e,startseq two people are standing on the top of green lawn endseq,startseq couple walking on dirt road endseq
530888330_a18343e38d,startseq two people are standing on top of mountain endseq,startseq shadowy male looking at the far away hills endseq
530950375_eea665583f,startseq woman in black is kicked his eye of crowd of people endseq,startseq bike rider sitting on his bike on the sidewalk endseq
531055369_936fd76a63,startseq woman in black shirt and black pants is walking on stage endseq,startseq large woman carrying bags is standing outside of shop endseq
531152619_6db02a7ed9,startseq brown dog is running on the beach endseq,startseq brown furry dog is biting no hair brown dog endseq
531197115_2be4d5034b,startseq woman is guarding the window of an outdoor wall endseq,startseq banner about beauty parlor endseq
531261613_f1a045cd75,startseq man in red shirt and helmet is riding on the rocks endseq,startseq group of horseback riders travel down dirt path endseq
532036676_e88b13e0a1,startseq man and woman are standing in front of car endseq,startseq boy in white shirt and jeans in what looks like black camper endseq
532131603_c82d454c8a,startseq black and white dog is running through red tunnel endseq,startseq black dog is emerging from red tunnel endseq
532396029_ce125bda3f,startseq two children are playing in the water endseq,startseq little blonde girl splashing in mud puddle endseq
532457586_bddfc5251d,startseq man in white pants is jumping off of the water endseq,startseq shirtless man with brown and white dog looking at woman in jeans and bikini top who is relaxing on bench endseq
532914728_c5d8d56b0b,startseq the boy is sliding down yellow slide endseq,startseq little boy in striped shirt going down light and dark blue slide endseq
532999240_1409d073be,startseq dog is running past the dog endseq,startseq brown and white dog plays with ball in the dirt endseq
533483374_86c5d4c13e,startseq dog running on the beach endseq,startseq brown and white dog is standing on beach with tennis ball beside it endseq
533602654_9edc74385d,startseq man in blue shirt is standing on the street endseq,"startseq ""two children lay under sculpture of fish about to swallow them ."" endseq"
533713001_2d36e93509,startseq woman in black dress and woman is sitting in dimly lit restaurant endseq,startseq group of older people are sitting outside under their marine-life-themed umbrella endseq
533713007_bf9f3e25b4,startseq two children are sitting at table with white balls endseq,startseq young boy sits at picnic table and drinks out of small cup endseq
533979933_a95b03323b,startseq boy is doing flip on the beach endseq,startseq boy holding an oar walk through the ocean endseq
534056823_0752303702,startseq two people are sitting on the edge of an object endseq,startseq girl posing next to big statue with big nose endseq
534200447_b0f3ff02be,startseq white dog is playing with white dog endseq,startseq the woman in yellow is throwing the football to the woman in brown endseq
534313000_4ad39c7ee0,startseq dog leaps into the water endseq,startseq big black and white dog jumping in body of water endseq
534655560_dc1c335b3f,startseq the woman is wearing red pants and black pants is walking on the street endseq,startseq girl in pink hat is running past green wheelbarrow endseq
534669139_1a4f8ab9d5,startseq man in white shirt is holding his face to his friend endseq,startseq close-up of man and woman wearing hats with pins on them endseq
534875358_6ea30d3091,startseq woman in red shirt and green shirt is walking down the street endseq,startseq blonde woman wearing green shirt and blue jeans walks away endseq
534886684_a6c9f40fa1,startseq woman in black skirt and black skirt walks down the street endseq,startseq man is walking dog on leash down the street endseq
535123126_c06c1ab9bf,startseq dog is running on the grass endseq,startseq brown dog with pink collar with heart on it playing with bigger dog endseq
535249787_0fcaa613a0,startseq boy in white and white shirt is running down the street endseq,startseq boy in red helmet hits ball with bat endseq
535309053_ec737abde8,startseq three people sitting in the grass with white tents in the background endseq,startseq campsite has been established amidst the trees and bushes endseq
535399240_0714a6e950,startseq two children sitting on tent ride on slide endseq,startseq boy and girl are riding in red seat on fairground ride endseq
535529555_583d89b7f2,startseq two dogs are playing with something in the grass endseq,startseq two brown and white dogs fighting over frisbee endseq
535830521_aa971319fc,startseq woman in kilt is standing in front of an urban multistory building endseq,"startseq ""a person wearing blue jacket blue jacket and black earmuffs is holding up newspaper ."" endseq"
536495604_b22bbc905a,startseq woman in red shirt and woman standing next to woman in red shirt endseq,startseq lady in black clothing holds her baby in red sling endseq
536537638_f5ee42410b,startseq woman in costume hat and hat smiles endseq,startseq group of people wait in similar attire endseq
536721406_884ab8fece,startseq two dogs are standing in the water endseq,"startseq ""a black and brown dog chasing after bull in fenced muddy area ."" endseq"
536828916_b763b82949,startseq woman with glasses is blowing her face endseq,startseq curly redheaded girl with large headband in her hair endseq
537222436_ab406234ce,startseq woman in red shirt is jogging endseq,startseq black haired woman in white skirt and black boots is carrying red bag and walking down the street endseq
537225246_dd0e2158a7,startseq two women are standing on platform endseq,startseq people in animal costumes entertain crowd endseq
537230454_1f09199476,startseq two people are playing cricket endseq,startseq boy in black waves his arms while other people are behind him on field endseq
537359971_6e28f5e66e,startseq woman in red dress is dancing with her arms outstretched endseq,startseq two woman wearing skirts walking down the street together endseq
537390477_7dd3407f96,startseq the brown dog is laying on the side of the wall endseq,startseq black and brown dog are fighting endseq
537479916_c033897fac,startseq dog is jumping over dog in the grass endseq,startseq black dog finishes running down blue and orange ramp endseq
537532165_e4b7c0e61a,startseq girl is jumping off jungle gym endseq,startseq child playing on the monkey bars at playground with an adult present endseq
537559285_29be110134,startseq the dog is jumping over the green obstacle endseq,startseq brown and white sheltie leaping over rail endseq
537579448_a7f92cef58,startseq young boy in blue dress kicks ball in the grass endseq,startseq little girl in pink hat is playing with soccer ball endseq
537628742_146f2c24f8,startseq man is running on the grass with his head in the grass endseq,startseq little girl running in field endseq
537758332_8beb9cf522,startseq boy in blue shirt is jumping off of slide endseq,startseq two children are on giant inflatable slide endseq
538825260_a4a8784b75,startseq young boy is holding his head on his head endseq,startseq girl drinking from water fountain endseq
539493423_9d7d1b77fa,startseq two women are standing on lawn outside endseq,startseq man is holding three things on fire in front of child 's playground endseq
539493431_744eb1abaa,startseq man in blue shirt is walking on the grass endseq,startseq man is playing with fire baton in the day light endseq
539667015_fd0a3bea07,startseq young boy in red shirt jumping on the trampoline endseq,startseq girl doing the splits in midair endseq
539676201_c8f1f04952,startseq man in red life vest is riding on the surface of water endseq,startseq man in helmet treads water endseq
539705321_99406e5820,startseq two children are playing soccer on field endseq,startseq kid in red falls as he struggles with kid in white to get to soccer ball endseq
539744890_85e63f5854,startseq young boy is jumping off of bar with blue hair endseq,startseq man and young boy play on the monkey bars endseq
539750844_02a07ec524,startseq dog catches ball in its mouth endseq,startseq dog plays with soccer ball endseq
539751252_2bd88c456b,startseq three children are playing in pool endseq,startseq toddler is making splash inside blue paddling pool endseq
539761097_5c6c70425b,startseq the dog is laying on the ground endseq,startseq baby sits with big sleeping dog endseq
539801139_7258ee437f,startseq young boy in yellow bathing suit is poised in the water endseq,startseq little boy playing in the water while its raining and an adult while an adult holds his hand endseq
540338917_57069687be,startseq person in red jacket is standing on snowy hillside endseq,startseq man in gray shirt and black shorts poses in front of mountain endseq
540604040_bec822c144,startseq young boy is jumping off of the playground endseq,startseq girl sliding down pole endseq
540721368_12ac732c6c,startseq woman in blue shirt and overalls is holding her face in the air endseq,startseq girl blows whistle endseq
540873795_ae62ae6f60,startseq boy in blue shirt is posing for picture endseq,startseq bearded man in white clothes is sitting on long bench endseq
541046380_513e295384,startseq three children play in an amusement park ride endseq,startseq an exited girl in bright pink shirt is observed by another girl in light pink shirt endseq
541063419_a5f3672d59,startseq man stands on top of large rocky wall endseq,startseq male hiker sits perched on high rock in the mountains endseq
541063517_35044c554a,startseq hiker stands on top of rocks endseq,startseq man enjoying the view from top of mountain endseq
542179694_e170e9e465,startseq people are riding their bikes in the street endseq,"startseq ""a firetruck stops and makes call at bridge where man and his dogs are running ."" endseq"
542269487_5d77b363eb,startseq skateboarder in yellow shirt is rollerblading on skateboard endseq,startseq man and woman in blue jog on the sidewalk while man stretches on park bench endseq
542317719_ed4dd95dc2,startseq the girl is wearing blue shirt and blue shirt endseq,startseq boy in an orange jacket climbes through play tunnel endseq
542405691_0594b1ce72,startseq girl in blue shirt is jumping off the side of an orange slide endseq,startseq boy kicks ball in his living room endseq
542648687_adf13c406b,startseq black and white dog is running on the grass endseq,startseq two dogs run in field looking at an unseen frisbee endseq
543007912_23fc735b99,startseq boy in blue shirt is ice cream cream ice cream endseq,startseq twin girls in orange shirts and green pants are jumping endseq
543102698_38e7e38bbc,startseq young boy is jumping off of stairs endseq,startseq little boy in red shirt plays with park telescope while girl in pink skirt watches endseq
543264612_c53cc163b4,startseq baby in yellow is sitting on wooden floor endseq,startseq chubby or buff kid in shorts is holding on to weights endseq
543291644_64539956e9,startseq woman in pink shirt is standing in front of spinning fair endseq,startseq hippie girl is dancing in front of band while carrying bottle of water endseq
543326592_70bd4d8602,startseq group of people are dancing in front of crowd endseq,startseq couple in the front are dancing among group of people endseq
543363241_74d8246fab,startseq woman in red jacket and black scarf is pointing at the camera endseq,startseq bearded man wears red bandanna and leather jacket over teeshirt with an american flag on it endseq
543603259_ef26d9c72d,startseq three women in dresses are walking down street endseq,startseq lady waiting endseq
543940240_a54a3c7989,startseq two young boys are standing on stage endseq,startseq children are jumping up and down inside caged trampoline beside building endseq
544122267_e9e0100bc5,startseq young boy is sitting on swing set endseq,startseq girl in green shirt is playing on swing endseq
544257613_d9a1fea3f7,startseq woman with face paint smiles endseq,startseq blond man with big blue eyes is smiling endseq
544301311_5e7d69a517,startseq woman in red dress stands next to building carton of her building endseq,startseq the women sit outside on the steps reading and drinking endseq
544576742_283b65fa0d,startseq man is climbing large rock wall endseq,startseq rock climber repels off rocky wall endseq
54501196_a9ac9d66f2,startseq hiker is standing on top of mountain endseq,startseq backpacker in the mountains using his hiking stick to point at glacier endseq
54723805_bcf7af3f16,startseq person is riding on top of snow endseq,startseq group of people hiking through ice endseq
548751378_c657401312,startseq child in red shirt is climbing rock face endseq,startseq child in yellow overalls is walking over packed dirt endseq
549520317_af3d5c32eb,startseq boy in red hat and blue hat is smiling endseq,"startseq ""a child in red jacket sitting atop slide ."" endseq"
549887636_0ea5ae4739,startseq police officer walks parallel the traffic endseq,startseq man dressing in black shirt is waiting to cross the street with traffic endseq
55135290_9bed5c4ca3,startseq boy in red shirt is jumping off the edge of the edge of the ramp endseq,startseq boy wearing red shirt and jeans is doing flip on his bike endseq
551403320_dfdcf9fc3b,startseq man climbing rocky obstacle endseq,startseq climber traverses rope ladder between cliffs endseq
551664516_78a5131dc4,startseq woman in black shirt and black boots is jogging endseq,startseq woman in black jacket and black and white skirt walks down the street endseq
554526471_a31f8b74ef,startseq two people are standing on boardwalk endseq,startseq group exercise session at the beach endseq
55470226_52ff517151,startseq person in red coat is skiing on the ice driver endseq,startseq climber stops to take drink while climbing snow covered mountain endseq
55473406_1d2271c1f2,startseq person snowboarding up in the snow endseq,startseq man at the top of mountain with beautiful view in the background endseq
554774472_b5d165ff69,startseq young boy does blue blue swimming pool endseq,startseq the children play in the pool endseq
556568556_bc5124dc8e,startseq little girl in red dress is hanging on playground endseq,startseq boy that is wearing brown hat and shoes that have red soles is on swing in park endseq
557101732_32bbc47c12,startseq the skateboarder is riding on the street endseq,startseq bearded man in jeans and black shirt riding bicycle in the street endseq
557601144_50b8c40393,startseq three children are standing on bench endseq,startseq dog is chasing ball in backyard endseq
557721978_dfde31bc02,startseq boy in red pants is running along the street endseq,startseq girl jumping in puddle endseq
559102835_472ff702b5,startseq young boy kicks the ball endseq,startseq two boys and ball endseq
560278886_df4bd2e212,startseq two men are playing football endseq,startseq group of young soccer players run down the field after the ball endseq
561179884_8b6b925ef9,startseq man in blue shirt and helmet is climbing wall endseq,startseq man dressed in green with blue backpack takes photos while sitting on rocky surface endseq
561179890_af8e31cb2e,startseq man in red shirt crouches on the edge of tree endseq,startseq bearded man with backpack on his back holding tripod in front of rocky creek and bridge endseq
561417861_8e25d0c0e8,startseq man is standing in front of tall water endseq,startseq city street has three people walking in different directions endseq
561940436_64d6fc125d,startseq two men are sitting on the street with red bow and sneakers endseq,startseq man and woman sitting on bench endseq
562588230_edb2c071c8,startseq girl in purple shirt and blue shirt is sitting on green bench endseq,startseq child is jumping into an inflatable swimming pool endseq
562928217_21f967a807,startseq three dogs are playing in the grass endseq,startseq black and white dog are going after tennis ball endseq
56489627_e1de43de34,startseq three people are standing in front of white dog in front of them endseq,startseq boy is leading donkeys on path endseq
56494233_1824005879,startseq man is climbing up snowy mountain endseq,startseq lone climber on snowcapped mountain with several huge mountains in the background endseq
565605894_8f0bed0438,startseq little boy is jumping off of slide endseq,startseq girl hanging on to the rings of jungle gym endseq
566384456_97da3c7bd6,startseq man in red shirt and white pants is standing on the street endseq,startseq man gives fish to boy endseq
566397227_a469e9e415,startseq boy in red shirt is running in field endseq,startseq child in white shirt and brown pants is walking through an uncut field endseq
566446626_9793890f95,startseq boy is jumping off jungle gym endseq,startseq girl appears to be hanging upside down from jungle gym endseq
566794036_60f7acdf35,startseq tennis player in white outfut playing tennis endseq,startseq man wearing red shorts dribbles basketball behind him endseq
566794440_f9ec673a2f,startseq baseball player pitches the ball endseq,startseq girls with baseball gloves walking across baseball field endseq
566921157_07c18a41e2,startseq dog is running down the street endseq,startseq brown and brown dog are running endseq
571130875_30051ac02d,startseq group of children dressed in white outfits are standing in front of large large flowers endseq,startseq group of girls in pink formal gowns stand in line in front of crowd endseq
571507143_be346225b7,startseq young girl throws the water endseq,startseq group of kids plays in the spray of water from fountain endseq
572618443_647483ca82,startseq woman in yellow shirt is climbing large water endseq,startseq man and two boys standing in spraying water endseq
57417274_d55d34e93e,startseq two mountain climbers are climbing through snowy mountain endseq,startseq few people sit together on the snowy mountaintop endseq
57422853_b5f6366081,startseq the person is climbing up snowy mountain endseq,startseq hiker in tent on mountain endseq
574274795_57e0834e7d,startseq person in green shirt is jumping off of green track endseq,startseq black dog is poised to catch frisbee endseq
575636303_b0b8fd4eee,startseq group of people in summer laps on the sand endseq,"startseq ""a group of children stand in the savanah animals in the background ."" endseq"
576075451_5e0f6facb3,startseq two dogs playing in the snow endseq,startseq black and white dog jumping in the air surrounded by snow endseq
576093768_e78f91c176,startseq woman in black dress and woman sitting at table endseq,startseq four boys are in the living room talking endseq
576920249_df1bdc2068,startseq group of people are standing in front of green building endseq,startseq child in white shirt clapping their hands endseq
578274277_652cae32ba,startseq young boy wearing red shirt is holding red hair endseq,startseq boy has his swear gear on endseq
578644583_da3ff18dd1,startseq two girls are playing volleyball endseq,startseq child is jumping into swimming pool endseq
581419370_30485f3580,startseq man riding his bicycle on bridge endseq,startseq the hikers take tandem leap while crossing the bridge endseq
582788646_dc40748639,startseq girl in pigtails is in the ocean endseq,startseq blond boy wearing water wings bends down at the beach endseq
582899605_d96f9201f1,startseq girl in striped dress is sitting on the grass endseq,startseq smiling woman holds two small children endseq
583087629_a09334e1fb,startseq the woman is walking on the street endseq,startseq girl is skipping across the road in front of white truck endseq
583174725_6b522b621f,startseq woman in yellow is walking in the street endseq,startseq girl is in parking lot jumping rope endseq
58357057_dea882479e,startseq person in yellow jacket is climbing snowy mountain endseq,startseq human figure stands on the peak of snowy mountain endseq
58363928_6f7074608c,startseq person in green shirt is climbing the side of cliff endseq,startseq hiker is climbing up very steep mountain endseq
58363930_0544844edd,startseq person climbing up snowy mountain endseq,startseq hiker treks up the snowy mountain endseq
58368365_03ed3e5bdf,startseq person is standing on top of snow covered hill endseq,startseq man is standing on top of mountain gazing at the sunset endseq
584484388_0eeb36d03d,startseq brown dog is laying on the grass next to larger dog endseq,startseq two brown dogs are playing with red ball endseq
587604325_af5d6df679,startseq dog is playing with toy endseq,startseq curly haired dog tries to bite another dog wearing green and orange collar endseq
590445887_4d4fa43923,startseq woman in red shirt and blue shirt is running in front of cloth endseq,startseq woman in green wig hula-hoops in front of crowd endseq
597543181_6a85ef4c17,startseq child is hanging on swing endseq,startseq boy plays on green swing endseq
